"Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"Everybody Dance","PS3",2011,"Misc","Sony Computer Entertainment",0.11,0.0,0.0,0.01,0.12
"Power Gig: Rise of the SixString","X360",2010,"Misc","Unknown",0.11,0.0,0.0,0.01,0.12
"Deus Ex: Human Revolution","WiiU",2013,"Shooter","Square Enix",0.06,0.05,0.0,0.01,0.12
"Uta no * Prince-Sama: All Star","PSP",2013,"Action","Broccoli",0.0,0.0,0.12,0.0,0.12
"ArmA III","PC",2013,"Shooter","Bohemia Interactive",0.0,0.1,0.0,0.02,0.12
"The Walking Dead: Season Two","X360",2014,"Adventure","Telltale Games",0.04,0.07,0.0,0.01,0.12
"One Piece: Super Grand Battle! X","3DS",2014,"Fighting","Namco Bandai Games",0.0,0.0,0.12,0.0,0.12
"The Penguins of Madagascar: Dr. Blowhole Returns - Again!","DS",2011,"Action","THQ",0.07,0.03,0.0,0.01,0.12
"Self-Defense Training Camp","X360",2011,"Sports","Ubisoft",0.08,0.03,0.0,0.01,0.12
"Deca Sports Extreme","3DS",2011,"Sports","Hudson Soft",0.08,0.0,0.03,0.01,0.12
"Hatsune Miku: Project Diva X","PSV",2016,"Misc","Sega",0.01,0.0,0.1,0.0,0.12
"Assassin's Creed Chronicles","PSV",2016,"Action","Ubisoft",0.02,0.06,0.01,0.02,0.12
"Tropico 5","PC",2014,"Simulation","Kalypso Media",0.02,0.08,0.0,0.01,0.12
"A.C.E.: Another Century's Episode Portable","PSP",2011,"Simulation","Namco Bandai Games",0.0,0.0,0.12,0.0,0.12
"Dragon Quest Builders: Revive Alefgard","PS3",2016,"Role-Playing","Square Enix",0.0,0.0,0.12,0.0,0.12
"Rodea the Sky Soldier","WiiU",2015,"Action","Nippon Ichi Software",0.08,0.02,0.01,0.01,0.12
"Sniper Elite","Wii",2010,"Shooter","Reef Entertainment",0.08,0.03,0.0,0.01,0.12
"Etrian Odyssey V","3DS",2016,"Role-Playing","Atlus",0.0,0.0,0.12,0.0,0.12
"Jikkyou Powerful Pro Yakyuu 2014","PSV",2014,"Sports","Konami Digital Entertainment",0.0,0.0,0.12,0.0,0.12
"Dementium II","DS",2010,"Shooter","SouthPeak Games",0.09,0.02,0.0,0.01,0.12
"Don Bradman Cricket 14","PS4",2015,"Sports","Tru Blu Entertainment",0.01,0.09,0.0,0.02,0.12
"MegaTagmension Blanc + Neptune VS Zombies","PSV",2015,"Action","Idea Factory International",0.02,0.03,0.05,0.01,0.12
"Jaws: Ultimate Predator","3DS",2011,"Action","Majesco Entertainment",0.11,0.0,0.0,0.01,0.12
"Yakuza Kiwami","PS3",2016,"Adventure","Sega",0.0,0.0,0.12,0.0,0.12
"Deception IV: Blood Ties","PS3",2014,"Action","Tecmo Koei",0.02,0.02,0.06,0.01,0.12
"The Walking Dead: Survival Instinct","WiiU",2013,"Shooter","Activision",0.08,0.03,0.0,0.01,0.12
"DreamWorks Super Star Kartz","PS3",2011,"Racing","Activision",0.06,0.03,0.0,0.02,0.12
"Spider-Man: Edge of Time","3DS",2011,"Action","Activision",0.08,0.03,0.0,0.01,0.12
"Love Live! School Idol Paradise","PSV",2014,"Misc","Kadokawa Games",0.0,0.0,0.12,0.0,0.12
"Ridge Racer Unbounded","X360",2012,"Racing","Namco Bandai Games",0.05,0.05,0.0,0.01,0.12
"The Lord of the Rings: Aragorn's Quest","PSP",2010,"Action","Warner Bros. Interactive Entertainment",0.07,0.02,0.0,0.02,0.12
"Yogi Bear: The Video Game","Wii",2010,"Action","D3Publisher",0.06,0.05,0.0,0.01,0.12
"Makai Shin Trillion","PSV",2014,"Role-Playing","Idea Factory",0.02,0.02,0.06,0.01,0.12
"Lost Horizon","PC",2010,"Adventure","Deep Silver",0.0,0.1,0.0,0.02,0.12
"Power Pro Kun Pocket 14","DS",2011,"Sports","Konami Digital Entertainment",0.0,0.0,0.12,0.0,0.12
"Get Up and Dance","Wii",2011,"Misc","O-Games",0.06,0.04,0.0,0.01,0.12
"Rango: The Video Game","DS",2011,"Action","Electronic Arts",0.07,0.03,0.0,0.01,0.12
"Tokyo Twilight Ghost Hunters","PSV",2014,"Role-Playing","Aksys Games",0.06,0.01,0.02,0.02,0.12
"Deadpool","XOne",2015,"Action","Activision",0.08,0.03,0.0,0.01,0.12
"de Blob 2","DS",2011,"Platform","THQ",0.09,0.02,0.0,0.01,0.12
"Hyperdimension Neptunia Re;Birth 3","PSV",2014,"Action","Idea Factory International",0.07,0.01,0.0,0.03,0.12
"Darkspore","PC",2011,"Role-Playing","Electronic Arts",0.07,0.03,0.0,0.01,0.12
"2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe","X360",2013,"Misc","Ubisoft",0.09,0.01,0.0,0.01,0.12
"Armored Core: Verdict Day","PS3",2013,"Simulation","From Software",0.0,0.0,0.12,0.0,0.12
"Wipeout 2","PS3",2011,"Misc","Activision",0.11,0.0,0.0,0.01,0.12
"Brunswick Pro Bowling","3DS",2011,"Sports","Crave Entertainment",0.11,0.0,0.0,0.01,0.12
"Puzzler World 2","DS",2010,"Puzzle","Ubisoft",0.02,0.07,0.0,0.02,0.12
"Sword Art Online: Hollow Fragment","PS4",2015,"Role-Playing","Namco Bandai Games",0.0,0.1,0.0,0.02,0.12
"Hasbro Family Game Night Fun Pack","Wii",2011,"Misc","Electronic Arts",0.11,0.0,0.0,0.01,0.12
"Dead Island Definitive Collection","PS4",2016,"Action","Deep Silver",0.02,0.07,0.01,0.02,0.12
"Yakuza","PS3",2012,"Action","Sega",0.0,0.0,0.11,0.0,0.11
"Hollywood Squares","Wii",2010,"Misc","Ubisoft",0.11,0.0,0.0,0.01,0.11
"Nickelodeon Dance","X360",2011,"Misc","Take-Two Interactive",0.08,0.02,0.0,0.01,0.11
"Cabela's North American Adventures","PS3",2010,"Sports","Activision",0.11,0.0,0.0,0.01,0.11
"Final Fantasy III","PSP",2012,"Role-Playing","Square Enix",0.0,0.0,0.11,0.0,0.11
"Family Game Night 4: The Game Show","PS3",2011,"Misc","Electronic Arts",0.08,0.02,0.0,0.01,0.11
"Tony Hawk's Pro Skater 5","XOne",2015,"Sports","Activision",0.08,0.02,0.0,0.01,0.11
"Pocket Soccer League: Calciobit","3DS",2012,"Sports","Nintendo",0.0,0.0,0.11,0.0,0.11
"DiRT Rally","XOne",2016,"Racing","Codemasters",0.03,0.08,0.0,0.01,0.11
"Heart Catch PreCure! Oshare Collection","DS",2010,"Action","Namco Bandai Games",0.0,0.0,0.11,0.0,0.11
"UEFA Euro 2016","PS3",2016,"Sports","Konami Digital Entertainment",0.0,0.08,0.02,0.01,0.11
"Life is Strange","XOne",2016,"Adventure","Square Enix",0.08,0.02,0.0,0.01,0.11
"Shin Sangoku Musou: Multi Raid 2","PSP",2010,"Action","Tecmo Koei",0.0,0.0,0.11,0.0,0.11
"Taiko Drum Master: Tokumori!","WiiU",2014,"Misc","Namco Bandai Games",0.0,0.0,0.11,0.0,0.11
"Puyo Puyo Tetris","3DS",2014,"Puzzle","Sega",0.0,0.0,0.11,0.0,0.11
"Pro Evolution Soccer 2014","PC",2013,"Action","Konami Digital Entertainment",0.0,0.09,0.0,0.02,0.11
"Sakura Wars: So Long, My Love","Wii",2010,"Role-Playing","Ackkstudios",0.06,0.04,0.0,0.01,0.11
"Grease","DS",2010,"Misc","505 Games",0.1,0.0,0.0,0.01,0.11
"PDC World Championship Darts: Pro Tour","PS3",2010,"Sports","O-Games",0.0,0.09,0.0,0.03,0.11
"Fatal Frame: Maiden of Black Water","WiiU",2014,"Action","Nintendo",0.0,0.03,0.08,0.0,0.11
"MySims SkyHeroes","PS3",2010,"Action","Electronic Arts",0.08,0.02,0.0,0.01,0.11
"Blood Drive","X360",2010,"Racing","Activision",0.09,0.01,0.0,0.01,0.11
"Start the Party! Save the World","PS3",2011,"Misc","Sony Computer Entertainment",0.0,0.09,0.0,0.03,0.11
"Bodycount","X360",2011,"Shooter","Codemasters",0.07,0.03,0.0,0.01,0.11
"Skylanders: SuperChargers","3DS",2015,"Action","Activision",0.05,0.06,0.0,0.01,0.11
"The Price is Right: Decades","X360",2011,"Misc","Ubisoft",0.11,0.0,0.0,0.01,0.11
"JASF: Jane's Advanced Strike Fighters","PS3",2011,"Simulation","Deep Silver",0.07,0.03,0.0,0.02,0.11
"Akiba's Trip: Undead & Undressed","PS4",2014,"Action","Acquire",0.08,0.0,0.01,0.02,0.11
"Zangeki no Reginleiv","Wii",2010,"Action","Nintendo",0.0,0.0,0.11,0.0,0.11
"Stronghold Kingdoms","PC",2011,"Strategy","DTP Entertainment",0.0,0.1,0.0,0.02,0.11
"PDC World Championship Darts: Pro Tour","Wii",2010,"Sports","O-Games",0.0,0.1,0.0,0.01,0.11
"Invizimals: The Lost Tribes","PSP",2011,"Action","Sony Computer Entertainment",0.0,0.08,0.0,0.04,0.11
"Let's Play Garden","DS",2010,"Simulation","Deep Silver",0.11,0.0,0.0,0.01,0.11
"Heavy Fire: Afghanistan","Wii",2011,"Shooter","Mastiff",0.11,0.0,0.0,0.01,0.11
"Samurai Warriors 4-II","PS4",2015,"Action","Tecmo Koei",0.03,0.02,0.06,0.01,0.11
"John Daly's ProStroke Golf","PS3",2010,"Sports","O-Games",0.09,0.02,0.0,0.01,0.11
"Samurai Warriors 4-II","PS3",2015,"Action","Tecmo Koei",0.0,0.0,0.11,0.0,0.11
"Pac-Man and the Ghostly Adventures 2","X360",2014,"Adventure","Namco Bandai Games",0.05,0.05,0.0,0.01,0.11
"Gem Quest: 4 Elements","DS",2011,"Puzzle","Mastertronic",0.05,0.05,0.0,0.01,0.11
"Funky Barn","3DS",2012,"Simulation","Ubisoft",0.07,0.03,0.0,0.01,0.11
"To Heart 2: Dungeon Travelers","PSP",2011,"Adventure","Aqua Plus",0.0,0.0,0.11,0.0,0.11
"Criminal Girls: Invite Only","PSV",2013,"Role-Playing","Nippon Ichi Software",0.04,0.02,0.04,0.02,0.11
"WWE All Stars","PS2",2011,"Fighting","THQ",0.05,0.04,0.0,0.01,0.11
"Truth or Lies","X360",2010,"Misc","THQ",0.07,0.03,0.0,0.01,0.11
"Dora's Big Birthday Adventure","Wii",2010,"Misc","Take-Two Interactive",0.1,0.01,0.0,0.01,0.11
"Monkey Island: Special Edition Collection","PS3",2011,"Adventure","Activision",0.0,0.08,0.0,0.03,0.11
"Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi","3DS",2015,"Action","Namco Bandai Games",0.0,0.0,0.11,0.0,0.11
"Jikkyou Powerful Pro Baseball 2016","PS3",2016,"Sports","Konami Digital Entertainment",0.0,0.0,0.11,0.0,0.11
"18 Wheels of Steel: Extreme Trucker 2","PC",2011,"Racing","Rondomedia",0.08,0.02,0.0,0.01,0.11
"Happy Feet Two","3DS",2011,"Action","Warner Bros. Interactive Entertainment",0.08,0.02,0.0,0.01,0.11
"Project CARS","PC",2015,"Racing","Slightly Mad Studios",0.0,0.1,0.0,0.01,0.11
"Green Lantern: Rise of the Manhunters","DS",2011,"Action","Warner Bros. Interactive Entertainment",0.08,0.02,0.0,0.01,0.11
"Shin Kamaitachi no Yoru: 11 Hitome no Suspect","PS3",2011,"Adventure","THQ",0.0,0.0,0.11,0.0,0.11
"The Smurfs 2","PS3",2013,"Platform","Ubisoft",0.02,0.07,0.0,0.02,0.11
"NCIS 3D","3DS",2011,"Adventure","Ubisoft",0.06,0.04,0.0,0.01,0.11
"Alvin and the Chipmunks: Chipwrecked","DS",2011,"Misc","505 Games",0.07,0.03,0.0,0.01,0.11
"ATV Quad Kings","DS",2010,"Racing","Storm City Games",0.1,0.0,0.0,0.01,0.11
"DualPenSports","3DS",2011,"Sports","Namco Bandai Games",0.05,0.05,0.0,0.01,0.11
"HOP","DS",2011,"Platform","505 Games",0.09,0.01,0.0,0.01,0.11
"Yoostar2","PS3",2011,"Misc","Unknown",0.04,0.05,0.0,0.02,0.11
"Sesame Street: Ready, Set, Grover!","Wii",2011,"Misc","Warner Bros. Interactive Entertainment",0.1,0.0,0.0,0.01,0.11
"Shin Sangoku Musou 6 Special","PSP",2011,"Action","Tecmo Koei",0.0,0.0,0.11,0.0,0.11
"The Penguins of Madagascar: Dr. Blowhole Returns - Again!","X360",2011,"Action","THQ",0.07,0.03,0.0,0.01,0.11
"Puss in Boots","DS",2011,"Action","THQ",0.09,0.01,0.0,0.01,0.11
"Split/Second","PSP",2010,"Racing","Disney Interactive Studios",0.07,0.02,0.0,0.02,0.11
"The Croods: Prehistoric Party!","Wii",2013,"Misc","D3Publisher",0.03,0.07,0.0,0.01,0.11
"Thief (2014)","PC",2014,"Action","Square Enix",0.0,0.09,0.0,0.02,0.11
"Pac-Man and the Ghostly Adventures 2","PS3",2014,"Adventure","Namco Bandai Games",0.05,0.04,0.0,0.02,0.11
"BlazBlue: Calamity Trigger Portable","PSP",2010,"Fighting","PQube",0.07,0.01,0.03,0.01,0.11
"Tales of Berseria","PS3",2016,"Role-Playing","Namco Bandai Games",0.0,0.0,0.11,0.0,0.11
"Samurai Warriors 4","PSV",2014,"Action","Tecmo Koei",0.0,0.0,0.11,0.0,0.11
"Frontier Gate","PSP",2011,"Role-Playing","Konami Digital Entertainment",0.0,0.0,0.11,0.0,0.11
"Transformers: Devastation","PS3",2015,"Action","Activision",0.03,0.07,0.0,0.02,0.11
"Gabrielle's Ghostly Groove 3D","3DS",2011,"Adventure","Funbox Media",0.08,0.02,0.0,0.01,0.11
"Michael Phelps: Push the Limit","X360",2011,"Sports","505 Games",0.09,0.01,0.0,0.01,0.11
"AKB48+Me","3DS",2012,"Action","Unknown",0.0,0.0,0.11,0.0,0.11
"Call of Juarez: The Cartel","PC",2011,"Shooter","Ubisoft",0.05,0.05,0.0,0.01,0.11
"Michael Jackson: The Experience","PSV",2011,"Misc","Ubisoft",0.05,0.04,0.0,0.02,0.11
"Terraria","PSV",2013,"Action","Screenlife",0.0,0.01,0.09,0.0,0.11
"One Piece: Burning Blood","PSV",2016,"Fighting","Namco Bandai Games",0.0,0.03,0.07,0.01,0.11
"Sonic Generations","PC",2011,"Platform","Sega",0.02,0.07,0.0,0.02,0.11
"Shining Ark","PSP",2013,"Role-Playing","Sega",0.0,0.0,0.11,0.0,0.11
"My Little Sister Can't Be This Cute Portable","PSP",2012,"Action","Namco Bandai Games",0.0,0.0,0.11,0.0,0.11
"Silly Bandz: Play The Craze","DS",2010,"Puzzle","Deep Silver",0.1,0.0,0.0,0.01,0.11
"Digimon Story: Cyber Sleuth","PS4",2016,"Role-Playing","Namco Bandai Games",0.0,0.09,0.0,0.02,0.11
"Akiba's Trip: Undead & Undressed","PS3",2013,"Action","Nippon Ichi Software",0.05,0.01,0.04,0.01,0.11
"PriPara Mezase! Idol Grand Prix No.1!","3DS",2015,"Misc","Takara Tomy",0.0,0.0,0.11,0.0,0.11
"National Geographic Challenge!","Wii",2011,"Misc","Black Bean Games",0.08,0.02,0.0,0.01,0.11
"Hole in the Wall: Deluxe Edition","X360",2011,"Misc","Ubisoft",0.1,0.0,0.0,0.01,0.11
"Murdered: Soul Suspect","X360",2014,"Action","Square Enix",0.06,0.04,0.0,0.01,0.11
"X-Men: Destiny","Wii",2011,"Action","Activision",0.08,0.02,0.0,0.01,0.11
"Rugby 15","PS4",2015,"Sports","Bigben Interactive",0.03,0.06,0.0,0.02,0.11
"Cats & Dogs: The Revenge of Kitty Galore","DS",2010,"Action","505 Games",0.1,0.0,0.0,0.01,0.11
"Picross 3D 2","3DS",2015,"Puzzle","Nintendo",0.0,0.0,0.11,0.0,0.11
"Cabela's Adventure Camp","PS3",2011,"Misc","Activision",0.06,0.03,0.0,0.02,0.11
"Attack of the Movies 3D","Wii",2010,"Shooter","Majesco Entertainment",0.1,0.0,0.0,0.01,0.11
"Angry Birds Star Wars","WiiU",2013,"Strategy","Activision",0.06,0.04,0.0,0.01,0.11
"Transformer: Rise of the Dark Spark","XOne",2014,"Action","Activision",0.06,0.03,0.0,0.01,0.11
"Blades of Time","X360",2012,"Action","Konami Digital Entertainment",0.07,0.03,0.0,0.01,0.11
"Scribblenauts Unmasked: A DC Comics Adventure","WiiU",2013,"Puzzle","Warner Bros. Interactive Entertainment",0.1,0.0,0.0,0.01,0.11
"Cabela's North American Adventures","X360",2010,"Sports","Activision",0.1,0.0,0.0,0.01,0.11
"Tom Clancy's Splinter Cell: Conviction","PC",2010,"Action","Ubisoft",0.0,0.08,0.0,0.02,0.11
"BlazBlue: Continuum Shift II","3DS",2011,"Fighting","PQube",0.05,0.01,0.04,0.01,0.11
"Saigo no Yakusoku no Monogatari","PSP",2011,"Role-Playing","Unknown",0.0,0.0,0.11,0.0,0.11
"Naruto Shippuden 3D: The New Era","3DS",2011,"Action","505 Games",0.0,0.04,0.06,0.01,0.11
"Lego Star Wars: The Force Awakens","X360",2016,"Action","Warner Bros. Interactive Entertainment",0.04,0.06,0.0,0.01,0.11
"Tom Clancy's HAWX 2","Wii",2010,"Action","Ubisoft",0.07,0.03,0.0,0.01,0.11
"Robotics;Notes","PS3",2012,"Adventure","5pb",0.0,0.0,0.11,0.0,0.11
"Tales of the World: Reve Unitia","3DS",2014,"Role-Playing","Namco Bandai Games",0.0,0.0,0.11,0.0,0.11
"Warriors Orochi 3","PSP",2012,"Action","Ubisoft Annecy",0.0,0.0,0.11,0.0,0.11
"The Bachelor: The Videogame","Wii",2010,"Misc","Warner Bros. Interactive Entertainment",0.1,0.0,0.0,0.01,0.11
"BlazBlue: Chrono Phantasma","PSV",2014,"Fighting","Arc System Works",0.06,0.0,0.03,0.02,0.11
"Toukiden 2","PSV",2016,"Action","Tecmo Koei",0.0,0.0,0.11,0.0,0.11
"Earth Defense Force 2: Invaders from Planet Space","PSV",2014,"Action","Xseed Games",0.04,0.01,0.04,0.02,0.11
"Kuroko's Basketball: Miracle Game","PSP",2012,"Sports","Namco Bandai Games",0.0,0.0,0.11,0.0,0.11
"Shovel Knight","WiiU",2015,"Platform","Yacht Club Games",0.06,0.04,0.0,0.01,0.11
"Yuusha no Kuse ni Namaikida Or 3D","PSP",2010,"Strategy","Sony Computer Entertainment",0.0,0.0,0.11,0.0,0.11
"The First Templar","X360",2011,"Action","Kalypso Media",0.06,0.04,0.0,0.01,0.11
"Mobile Suit Gundam Age: Universe Accel / Cosmic Drive","PSP",2012,"Action","Namco Bandai Games",0.0,0.0,0.11,0.0,0.11
"Child of Light","PSV",2014,"Role-Playing","Ubisoft",0.0,0.07,0.02,0.02,0.11
"SingStar Guitar","PS3",2010,"Misc","Sony Computer Entertainment",0.0,0.08,0.0,0.02,0.11
"Busou Shinki: Battle Masters Mk. 2","PSP",2011,"Action","Konami Digital Entertainment",0.0,0.0,0.11,0.0,0.11
"Fairy Tail: Portable Guild","PSP",2010,"Fighting","Konami Digital Entertainment",0.0,0.0,0.11,0.0,0.11
"Champion Jockey: G1 Jockey & Gallop Racer","Wii",2011,"Sports","Tecmo Koei",0.05,0.04,0.01,0.01,0.11
"Squinkies 2: Adventure Mall Surprize!","DS",2011,"Platform","Activision",0.1,0.0,0.0,0.01,0.1
"Pro Yaky? Spirits 2010","PS2",2010,"Sports","Konami Digital Entertainment",0.0,0.0,0.1,0.0,0.1
"My First Dollhouse","DS",2010,"Misc","505 Games",0.1,0.0,0.0,0.01,0.1
"Kenka Bancho Bros: Tokyo Battle Royale","PSP",2012,"Action","Spike",0.0,0.0,0.1,0.0,0.1
"Adventure Time: Finn & Jake Investigations","PS3",2015,"Action","Little Orbit",0.02,0.07,0.0,0.02,0.1
"Kamen Rider: Battride War II","PS3",2014,"Action","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"Taiko no Tatsujin: V Version","PSV",2015,"Action","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"The Smurfs 2","Wii",2013,"Platform","Ubisoft",0.0,0.09,0.0,0.01,0.1
"Fatal Frame 2: Wii Edition","Wii",2012,"Action","Nintendo",0.0,0.0,0.1,0.0,0.1
"Dancing on Ice","Wii",2010,"Sports","Ghostlight",0.0,0.09,0.0,0.01,0.1
"Family Feud: 2012 Edition","X360",2011,"Misc","Ubisoft",0.1,0.0,0.0,0.01,0.1
"Army Corps of Hell","PSV",2011,"Action","Square Enix",0.05,0.04,0.0,0.02,0.1
"Digimon Story: Lost Evolution","DS",2010,"Role-Playing","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"Despicable Me: The Game","PS2",2010,"Platform","D3Publisher",0.05,0.04,0.0,0.01,0.1
"The Wolf Among Us","PS3",2014,"Adventure","Telltale Games",0.05,0.03,0.0,0.02,0.1
"Who Wants to Be a Millionaire: 3rd Edition","Wii",2010,"Misc","Ubisoft",0.1,0.0,0.0,0.01,0.1
"Macross 30: Ginga o Tsunagu Utagoe","PS3",2013,"Shooter","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"Kidou Senshi Gundam UC","PS3",2012,"Action","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"Nicktoons: MLB","DS",2011,"Sports","Take-Two Interactive",0.1,0.0,0.0,0.01,0.1
"May's Mystery: Forbidden Memories","DS",2011,"Puzzle","Mastertronic",0.05,0.04,0.0,0.01,0.1
"Etrian Odyssey II: Heroes of Lagaard","3DS",2014,"Role-Playing","Atlus",0.0,0.0,0.1,0.0,0.1
"Green Lantern: Rise of the Manhunters","Wii",2011,"Action","Warner Bros. Interactive Entertainment",0.06,0.04,0.0,0.01,0.1
"Castlevania: Lords of Shadow 2","X360",2014,"Action","Konami Digital Entertainment",0.02,0.07,0.0,0.01,0.1
"Lucha Libre AAA: Heroes del Ring","PS3",2010,"Fighting","Konami Digital Entertainment",0.1,0.0,0.0,0.01,0.1
"Shrek: Forever After","X360",2010,"Platform","Activision",0.09,0.0,0.0,0.01,0.1
"Little Battlers eXperience W","3DS",2013,"Role-Playing","Level 5",0.0,0.0,0.1,0.0,0.1
"Risen 3: Titan Lords","PS3",2014,"Role-Playing","Deep Silver",0.02,0.06,0.0,0.02,0.1
"The Story of Noah's Ark","DS",2010,"Action","SouthPeak Games",0.1,0.0,0.0,0.01,0.1
"Zombie Army Trilogy","XOne",2015,"Shooter","Rebellion Developments",0.04,0.05,0.0,0.01,0.1
"Samurai Warriors Chronicles 2nd","3DS",2012,"Action","Ubisoft Annecy",0.0,0.0,0.1,0.0,0.1
"Toaru Majutsu no Index","PSP",2011,"Adventure","Kadokawa Shoten",0.0,0.0,0.1,0.0,0.1
"Dora's Cooking Club","DS",2010,"Misc","Take-Two Interactive",0.08,0.01,0.0,0.01,0.1
"ESA Game Pack","PS3",2010,"Misc","Sony Computer Entertainment",0.09,0.0,0.0,0.01,0.1
"God Eater 2: Rage Burst","PS4",2015,"Role-Playing","Namco Bandai Games",0.0,0.01,0.09,0.0,0.1
"Uta no Prince-Sama: Music","PSP",2011,"Misc","Broccoli",0.0,0.0,0.1,0.0,0.1
"Truth or Lies","Wii",2010,"Misc","THQ",0.04,0.05,0.0,0.01,0.1
"Weiss Schwarz Portable","PSP",2011,"Strategy","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"Dora & Kai-Lan's Pet Shelter","DS",2011,"Strategy","Take-Two Interactive",0.08,0.01,0.0,0.01,0.1
"Inazuma Eleven GO Strikers 2013","Wii",2012,"Role-Playing","Level 5",0.0,0.0,0.1,0.0,0.1
"Metal Gear Solid HD Edition","PS3",2011,"Action","Konami Digital Entertainment",0.0,0.0,0.1,0.0,0.1
"Pro Evolution Soccer 2016","XOne",2015,"Sports","Konami Digital Entertainment",0.03,0.06,0.0,0.01,0.1
"Penguin no Mondai: The World","DS",2010,"Adventure","Konami Digital Entertainment",0.0,0.0,0.1,0.0,0.1
"Yaiba: Ninja Gaiden Z","PS3",2014,"Action","Tecmo Koei",0.05,0.04,0.0,0.02,0.1
"Cabela's Adventure Camp","X360",2011,"Misc","Activision",0.07,0.02,0.0,0.01,0.1
"Digimon Adventure","PSP",2013,"Role-Playing","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"GRID Autosport","X360",2014,"Racing","Codemasters",0.03,0.06,0.0,0.01,0.1
"Wasteland 2","PS4",2015,"Role-Playing","Deep Silver",0.07,0.0,0.01,0.02,0.1
"Alvin and the Chipmunks: Chipwrecked","X360",2011,"Misc","505 Games",0.08,0.01,0.0,0.01,0.1
"All Kamen Rider: Rider Generation 2","DS",2012,"Action","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"Total War: WARHAMMER","PC",2016,"Strategy","Sega",0.0,0.1,0.0,0.01,0.1
"Tom Clancy's Ghost Recon: Predator","PSP",2010,"Shooter","Ubisoft",0.07,0.02,0.0,0.02,0.1
"[Prototype 2]","PC",2012,"Action","Activision",0.07,0.02,0.0,0.01,0.1
"NASCAR The Game: Inside Line","X360",2012,"Racing","Activision",0.09,0.0,0.0,0.01,0.1
"Blades of Time","PS3",2012,"Action","Konami Digital Entertainment",0.04,0.03,0.01,0.01,0.1
"Lord of Apocalypse","PSV",2011,"Role-Playing","Square Enix",0.0,0.0,0.1,0.0,0.1
"Bejeweled Twist","DS",2010,"Puzzle","PopCap Games",0.0,0.09,0.0,0.01,0.1
"Rock Band 3","DS",2010,"Misc","MTV Games",0.09,0.01,0.0,0.01,0.1
"NBA Live 16","XOne",2015,"Sports","Electronic Arts",0.08,0.01,0.0,0.01,0.1
"Machi-Ing Maker 3 x Tousouchuu","PSP",2010,"Simulation","D3Publisher",0.0,0.0,0.1,0.0,0.1
"nail'd","X360",2010,"Racing","Deep Silver",0.08,0.02,0.0,0.01,0.1
"Record of Agarest War Zero","X360",2010,"Strategy","Compile Heart",0.09,0.0,0.0,0.01,0.1
"Aquapazza: Aquaplus Dream Match","PS3",2012,"Fighting","Aqua Plus",0.05,0.0,0.05,0.01,0.1
"Harry Potter and the Deathly Hallows - Part 1","PC",2010,"Action","Electronic Arts",0.08,0.02,0.0,0.01,0.1
"Ultimate Marvel vs. Capcom 3","PS3",2011,"Fighting","Capcom",0.0,0.04,0.04,0.01,0.1
"Harry Potter and the Deathly Hallows - Part 2","PC",2011,"Action","Electronic Arts",0.05,0.04,0.0,0.01,0.1
"Digimon All-Star Rumble","PS3",2014,"Fighting","Namco Bandai Games",0.06,0.03,0.0,0.02,0.1
"Atelier Sophie: The Alchemist of the Mysterious Book","PS4",2015,"Role-Playing","Tecmo Koei",0.01,0.02,0.06,0.01,0.1
"Marvel Super Hero Squad: The Infinity Gauntlet","3DS",2011,"Action","THQ",0.07,0.02,0.0,0.01,0.1
"NASCAR '14","PS3",2014,"Racing","Deep Silver",0.09,0.0,0.0,0.01,0.1
"Sword Art Online: Lost Song","PS3",2015,"Role-Playing","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"Earth Defense Force 2025.1: The Shadow of New Despair","PS4",2015,"Action","D3Publisher",0.0,0.0,0.1,0.0,0.1
"Pro Evolution Soccer 2013","Wii",2012,"Sports","Konami Digital Entertainment",0.0,0.03,0.06,0.0,0.1
"Alvin and the Chipmunks: Chipwrecked","Wii",2011,"Misc","505 Games",0.08,0.01,0.0,0.01,0.1
"NatGeo Challenge! Wild Life","PS3",2010,"Misc","Black Bean Games",0.05,0.03,0.0,0.01,0.1
