URL,SPECIAL CHAR IN URL,CHARSET,SERVER,CONTENT_LENGTH,ACCEPT_EN,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
B0_2112,9:42,ISO-8859-1,Apache-Coyote/1.1,5127,1,US,CA,4/8/1995 0:00,26/1/2017 0:00,4,3,2,432,4,5,310,432,4,0,0
B0_2172,7:42,ISO-8859-1,Apache,,1,US,Indiana,18/7/2002 0:00,10/7/2013 0:00,6,4,4,528,6,8,612,528,6,0,0
B0_2185,9:42,UTF-8,nginx,,1,None,None,23/11/1994 0:00,19/8/2015 0:00,6,5,2,540,6,7,473,540,6,0,0
B0_2218,8:42,UTF-8,nginx,,1,AU,NEW SOUTH WALES,30/8/2015 0:00,8/3/2017 0:00,5,3,3,498,5,6,376,498,5,0,0
B0_2231,9:42,us-ascii,None,324,1,None,None,11/10/2000 0:00,2/7/2014 0:00,8,8,3,636,8,6,364,636,8,0,0
B0_291,8:42,UTF-8,Apache,,1,UK,UK,27/2/1996 0:00,27/1/2016 0:00,33,0,5,2706,37,35,41737,2982,37,4,0
B0_314,8:42,UTF-8,Apache/2.2.15 (CentOS),2766,1,None,None,30/4/2009 0:00,5/1/2017 0:00,33,4,9,3088,41,34,12104,3720,41,8,0
B0_328,8:42,utf-8,None,,1,US,CA,22/2/1996 0:00,16/1/2015 0:00,28,20,2,2780,32,36,27390,3064,32,4,0
B0_33,9:42,ISO-8859-1,Apache,,1,AU,Queensland,22/3/2006 0:00,22/3/2017 0:00,15,6,10,950,17,18,1327,1110,17,2,0
B0_363,7:42,utf-8,openresty/1.11.2.1,,1,US,IL,27/11/2006 0:00,2/3/2017 0:00,19,15,3,2864,23,26,10465,3168,23,4,0
B0_510,9:42,UTF-8,Apache/2.2.22 (Debian),10561,1,JP,none,13/2/2017 0:00,28/2/2017 0:00,15,4,4,1540,19,21,25529,1844,19,4,0
B0_518,9:42,UTF-8,Apache/2.2.22 (Debian),8769,1,SC,Not Applicable,29/9/2015 0:00,24/3/2017 0:00,5,0,3,334,7,6,412,474,7,2,0
B0_527,7:42,UTF-8,GSE,12608,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,71,9,13,7856,77,68,82332,8384,77,6,0
B0_575,9:42,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,CA,22/10/1998 0:00,16/3/2017 0:00,29,14,15,2767,33,27,3550,3073,33,4,0
B0_603,8:42,UTF-8,Apache/2.2.15 (CentOS),94,1,AU,NSW,19/8/2004 0:00,5/7/2016 0:00,14,0,3,1102,16,8,1015,1248,16,2,0
B0_818,8:42,ISO-8859-1,nginx/1.8.1,,1,US,nj,24/6/2003 0:00,22/8/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_840,8:42,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,California,18/3/2016 0:00,14/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_92,8:42,utf-8,None,,1,US,CA,22/2/1996 0:00,16/1/2015 0:00,22,15,2,2432,26,32,27169,2716,26,4,0
B0_939,9:42,ISO-8859-1,Apache,,1,AU,Queensland,22/3/2006 0:00,22/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_963,7:42,ISO-8859-1,Apache,497,1,US,PA,6/12/2010 0:00,7/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_985,7:42,utf-8,Apache/2.4.6,,1,US,FL,24/5/2004 0:00,16/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_132,13:43,UTF-8,nginx,646,1,None,None,,,11,1,4,1266,15,12,966,1554,15,4,1
M0_153,11:43,UTF-8,nginx,673,1,None,None,,,18,1,5,2188,24,22,3031,2640,24,6,1
M0_54,10:43,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,1,US,Utah,24/5/2000 0:00,25/5/2016 0:00,23,0,2,3970,29,27,12548,4434,29,6,1
M0_64,11:43,iso-8859-1,Apache/1.3.27 (Unix) PHP/4.4.1,,1,None,None,3/3/2000 0:00,8/12/2015 0:00,10,0,5,925,12,12,1399,1079,12,2,1
M0_9,10:43,ISO-8859-1,DOSarrest,,1,us,Washington,23/6/2003 0:00,2/1/2017 0:00,8,0,1,1045,10,9,2806,1209,10,2,1
M0_95,10:43,UTF-8,Apache,7550,1,US,CA,3/8/2004 0:00,4/8/2016 0:00,11,0,1,883,13,13,8893,1037,13,2,1
M4_75,10:43,UTF-8,nginx/1.12.0,,1,None,None,,,0,0,0,0,0,2,124,0,0,0,1
B0_1005,8:43,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,WA,14/5/2002 0:00,3/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1010,9:43,utf-8,nginx + Phusion Passenger,,1,US,FL,3/6/2000 0:00,5/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1112,9:43,ISO-8859-1,Apache,,1,AU,Queensland,22/3/2006 0:00,22/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1177,9:43,ISO-8859-1,nginx,,1,US,WA,26/4/2001 0:00,15/12/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_120,8:43,iso-8859-1,Apache,236,1,US,ca,9/5/2004 18:06,24/4/2017 11:55,16,0,1,1151,18,19,24455,1305,18,2,0
B0_1335,8:43,ISO-8859-1,Apache/2.4.12 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,,1,US,GA,5/11/1997 5:00,5/9/2016 8:00,0,0,0,0,0,0,0,0,0,0,0
B0_1420,9:43,ISO-8859-1,None,,1,US,CA,29/3/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_180,8:43,utf-8,nginx,,1,GB,Peterborough,8/12/1995 0:00,4/4/2014 0:00,15,6,5,1528,21,21,3023,1988,21,6,0
B0_2008,7:43,UTF-8,Apache,,1,US,CA,27/6/2001 0:00,3/3/2017 0:00,15,3,4,1110,15,4,244,1110,15,0,0
B0_2036,9:43,UTF-8,mw2236.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,29,10,11,2022,29,12,803,2022,29,0,0
B0_206,7:43,us-ascii,Microsoft-HTTPAPI/2.0,324,1,None,None,13/11/2002 0:00,13/11/2016 0:00,39,9,5,4044,43,39,44173,4420,43,4,0
B0_2070,8:43,utf-8,nginx/1.1.19,13089,1,None,None,9/12/1996 0:00,9/10/2015 0:00,4,3,2,408,4,7,448,408,4,0,0
B0_2188,9:43,utf-8,Apache/2.2.15 (CentOS),19724,1,US,Arizona,30/1/1996 0:00,1/2/2017 0:00,4,3,2,420,4,6,366,420,4,0,0
B0_2194,9:43,UTF-8,mw2101.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,9,5,6,750,9,8,502,750,9,0,0
B0_236,9:43,UTF-8,Apache,,1,UK,UK,27/2/1996 0:00,27/1/2016 0:00,33,1,4,2756,37,37,41938,3032,37,4,0
B0_242,9:43,utf-8,Varnish,389,1,US,CA,16/7/1999 0:00,29/3/2013 0:00,83,2,3,6008,87,107,147266,6312,87,4,0
B0_271,8:43,UTF-8,Apache,,1,US,Arizona,23/6/2006 0:00,24/6/2016 0:00,84,13,6,7403,86,71,117282,7549,86,2,0
B0_324,9:43,ISO-8859-1,None,6744,1,None,None,28/11/1999 0:00,9/9/2013 0:00,22,3,8,2267,28,31,9811,2701,28,6,0
B0_331,12:43,ISO-8859,Apache,5653,1,None,None,25/9/2000 0:00,23/11/2015 0:00,8,0,3,803,12,12,2190,1097,12,4,0
B0_354,8:43,us-ascii,Microsoft-IIS/7.5,324,1,None,None,26/9/2003 0:00,17/6/2016 0:00,25,2,6,2444,31,17,1984,2874,31,6,0
B0_43,9:43,ISO-8859-1,cloudflare-nginx,,1,CA,Quebec,10/4/2002 0:00,9/6/2016 0:00,20,4,7,1511,22,21,14430,1663,22,2,0
B0_553,10:43,utf-8,nginx,,1,US,NY,23/3/1995 0:00,3/3/2017 0:00,23,15,9,2479,27,24,6085,2743,27,4,0
B0_612,7:43,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,PA,5/6/2003 0:00,26/11/2014 0:00,17,7,3,2715,23,20,20139,3187,23,6,0
B0_667,7:43,ISO-8859-1,Apache,497,1,GB,None,11/11/2006 0:00,26/10/2016 0:00,45,3,7,4178,51,50,44810,4646,51,6,0
B0_759,7:43,UTF-8,GSE,20592,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,64,5,13,6081,69,71,63457,6463,69,4,0
B0_782,10:43,UTF-8,Resin/3.1.8,,1,US,FL,20/4/1995 4:00,7/3/2013 19:26,0,0,0,0,0,0,0,0,0,0,0
B0_885,9:43,UTF-8,mw2164.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0,0
B0_989,10:43,utf-8,Microsoft-IIS/8.5,4816,1,US,CO,3/5/2015 0:00,4/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_49,10:44,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,1,US,Utah,24/5/2000 0:00,25/5/2016 0:00,22,0,2,3444,28,24,9819,3908,28,6,1
B0_1055,10:44,utf-8,nginx/1.6.2,8219,1,US,CO,4/2/2005 0:00,21/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1097,8:44,ISO-8859-1,nginx,,1,US,WA,8/4/1996 0:00,18/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1111,11:44,iso-8859-1,Apache,334,1,None,None,,,0,0,0,0,0,0,0,0,0,0,0
B0_1180,9:44,utf-8,ATS,634,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1213,9:44,UTF-8,mw2242.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0,0
B0_1230,9:44,UTF-8,nginx,,1,US,NY,16/9/1996 4:00,5/4/2017 13:36,0,0,0,0,0,0,0,0,0,0,0
B0_1405,7:44,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,PA,5/6/2003 0:00,26/11/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_190,8:44,ISO-8859-1,nginx,,1,US,WA,8/4/1996 0:00,18/11/2016 0:00,19,0,2,1809,23,23,26805,2125,23,4,0
B0_2055,10:44,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,,1,AU,None,20/7/2006 0:00,5/3/2013 0:00,17,7,6,1242,17,13,962,1242,17,0,0
B0_2090,9:44,ISO-8859-1,nginx,1511,2,US,Ohio,8/1/2004 0:00,3/1/2017 0:00,6,4,3,640,6,8,606,640,6,0,0
B0_2139,11:44,ISO-8859-1,None,1819,2,US,CA,2/11/2002 0:00,2/2/2017 0:00,5,3,2,498,5,7,438,498,5,0,0
B0_2140,10:44,utf-8,Apache,45958,2,CA,ON,9/12/2003 0:00,22/10/2016 0:00,6,6,3,540,6,8,539,540,6,0,0
B0_2151,9:44,UTF-8,mw2175.codfw.wmnet,,2,US,CA,13/1/2001 0:12,12/12/2015 10:16,39,19,10,2742,39,5,306,2742,39,0,0
B0_2257,7:44,UTF-8,Apache,,2,US,Arizona,12/3/2008 0:00,19/5/2016 0:00,14,7,12,1092,14,15,970,1092,14,0,0
B0_226,8:44,ISO-8859-1,Microsoft-IIS/7.5,11,1,US,WA,13/9/2000 0:00,29/8/2016 0:00,40,6,5,4203,42,42,47931,4365,42,2,0
B0_235,9:44,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,UT,5/2/1999 0:00,16/6/2014 0:00,26,10,6,2512,32,33,7155,2982,32,6,0
B0_239,9:44,UTF-8,mw2107.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,40,35,2,5987,48,48,38230,6595,48,8,0
B0_277,9:44,UTF-8,mw2190.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,37,32,2,5805,45,41,40585,6413,45,8,0
B0_289,9:44,utf-8,Apache,44446,1,CA,ON,9/12/2003 0:00,22/10/2016 0:00,157,2,5,11053,159,176,284743,11211,159,2,0
B0_311,9:44,iso-8859-1,Apache,338,1,None,None,,,9,0,2,870,11,12,5876,1020,11,2,0
B0_316,8:44,iso-8859-1,Apache/2,345,1,US,FL,10/5/2000 0:00,11/10/2016 0:00,12,4,3,972,14,16,15901,1118,14,2,0
B0_408,9:44,ISO-8859-1,None,674,1,US,California,28/11/1999 0:00,9/9/2013 0:00,15,0,6,1556,21,20,9023,1988,21,6,0
B0_436,9:44,utf-8,nginx + Phusion Passenger,,1,US,FL,3/6/2000 0:00,5/5/2016 0:00,29,16,7,2326,33,25,3623,2626,33,4,0
B0_49,8:44,UTF-8,Apache/2.4.6 (CentOS),25825,1,US,CA,25/1/1995 0:00,5/12/2013 0:00,71,1,6,5647,79,79,120385,6295,79,8,0
B0_51,8:44,UTF-8,Server,,1,US,WA,5/1/1996 0:00,5/5/2016 0:00,23,6,9,1942,27,25,15275,2222,27,4,0
B0_550,9:44,ISO-8859-1,nginx/1.13.0,,1,FR,None,5/10/2005 0:00,21/5/2015 0:00,6,0,1,672,8,8,1381,834,8,2,0
B0_557,9:44,ISO-8859-1,nginx,1501,1,US,Ohio,8/1/2004 0:00,3/1/2017 0:00,53,21,8,7834,61,53,22947,8472,61,8,0
B0_616,8:44,utf-8,nginx,10198,1,US,New York,28/6/2006 0:00,1/2/2013 0:00,17,12,4,2401,23,23,19291,2827,23,6,0
B0_617,10:44,ISO-8859-1,Apache/2.4.25,360,1,US,CO,25/6/1997 0:00,26/3/2017 0:00,16,3,4,1480,20,23,10665,1776,20,4,0
B0_633,9:44,iso-8859-1,barista/5.1.3,16525,1,US,CA,9/1/1998 0:00,4/1/2017 0:00,10,0,5,1197,14,15,1424,1503,14,4,0
B0_641,8:44,UTF-8,Server,,1,US,WA,5/1/1996 0:00,5/5/2016 0:00,18,0,3,2274,22,21,31811,2554,22,4,0
B0_733,9:44,ISO-8859-1,None,6746,1,US,California,28/11/1999 0:00,9/9/2013 0:00,20,4,6,2097,24,23,9280,2381,24,4,0
B0_832,9:44,UTF-8,mw2103.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0,0
B0_833,8:44,us-ascii,Microsoft-HTTPAPI/2.0,324,1,CA,ON,17/3/2000 0:00,17/1/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_993,8:44,us-ascii,Microsoft-IIS/7.5,324,1,US,California,26/9/2003 0:00,17/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
M1_2,10:45,ISO-8859-1,Apache,,1,None,None,9/10/2016 17:08,,4,0,2,531,6,6,494,681,6,2,1
B0_10,8:45,iso-8859-1,nginx,326,1,None,None,29/2/2008 0:00,21/2/2017 0:00,7,0,2,1088,11,10,7650,1440,11,4,0
B0_1062,9:45,UTF-8,nginx/1.11.2,10273,1,US,MI,18/5/2001 0:00,19/3/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1083,9:45,ISO-8859-1,None,6748,1,None,None,28/11/1999 0:00,9/9/2013 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1085,9:45,ISO-8859-1,Squeegit/1.2.5 (3_sir),,1,US,MA,29/9/1994 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1140,8:45,ISO-8859-1,Microsoft-IIS/8.5,1245,1,US,FL,30/10/2002 0:00,6/7/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1192,10:45,ISO-8859-1,Apache,6264,1,None,None,19/12/2000 0:00,16/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1232,10:45,ISO-8859-1,Microsoft-IIS/7.5,1245,1,US,CT,13/5/1998 0:00,17/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1238,9:45,ISO-8859-1,cloudflare-nginx,,1,US,Arizona,9/8/2009 0:00,17/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1262,7:45,iso-8859-1,Apache/2.4.25 (Debian),185,1,US,MA,29/7/2007 0:00,9/7/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1272,7:45,UTF-8,Apache,4764,1,US,Arizona,15/7/2009 0:00,20/4/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1318,8:45,us-ascii,Microsoft-HTTPAPI/2.0,324,1,None,None,27/9/2000 0:00,10/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1343,8:45,utf-8,AmazonS3,365,1,US,Arizona,13/7/2001 0:00,26/4/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1411,11:45,UTF-8,mw2192.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0,0
B0_158,11:45,UTF-8,Apache,3042,1,US,CA,20/10/1998 0:00,4/12/2013 0:00,14,0,7,1201,18,17,4922,1495,18,4,0
B0_2204,8:45,utf-8,ECD (fll/0790),41547,1,US,NY,10/3/2005 0:00,7/3/2017 0:00,8,4,3,660,8,6,476,660,8,0,0
B0_2259,11:45,UTF-8,Pagely Gateway/1.5.1,,1,US,Minnesota,8/8/2001 0:00,9/11/2015 0:00,10,9,8,780,10,12,805,780,10,0,0
B0_266,9:45,utf-8,nginx/1.10.3,39,1,NL,NOT APPLICABLE,27/11/2002 0:00,21/11/2016 0:00,4,0,2,541,6,7,579,689,6,2,0
B0_288,9:45,utf-8,Apache,44447,1,CA,ON,9/12/2003 0:00,22/10/2016 0:00,185,0,2,13834,187,263,488313,13992,187,2,0
B0_315,9:45,UTF-8,mw2101.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,47,41,4,6464,55,53,39038,7072,55,8,0
B0_317,8:45,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,226,1,US,Missouri,28/9/2007 16:06,28/3/2017 18:24,44,0,2,4044,46,46,82259,4204,46,2,0
B0_406,10:45,iso-8859-1,Apache/2.4.25 (FreeBSD) OpenSSL/1.0.1s-freebsd PHP/5.6.30,217,1,None,None,,,28,2,5,3409,30,19,18392,3565,30,2,0
B0_467,10:45,ISO-8859-1,None,12368,1,US,CA,9/1/1998 0:00,4/1/2017 0:00,32,5,9,2595,36,34,15941,2881,36,4,0
B0_485,9:45,UTF-8,mw2097.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,55,43,7,10205,69,56,38894,11305,69,14,0
B0_509,9:45,UTF-8,mw2239.codfw.wmnet,4695,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,40,35,2,4590,46,54,84636,5046,46,6,0
B0_541,10:45,utf-8,ATS,636,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,46,22,8,5308,54,51,40052,5902,54,8,0
B0_585,8:45,iso-8859-1,Apache,191,1,AU,VIC,12/3/2009 1:58,18/4/2017 1:29,3,0,1,198,3,3,186,198,3,0,0
B0_608,9:45,UTF-8,Apache,23771,1,US,MA,8/11/1993 0:00,12/10/2015 0:00,19,0,2,1801,23,25,26643,2097,23,4,0
B0_683,10:45,utf-8,None,14947,1,US,NY,25/7/1998 0:00,5/3/2017 0:00,19,0,3,1816,23,22,12138,2104,23,4,0
B0_686,9:45,ISO-8859-1,Apache,,1,AU,Queensland,22/3/2006 0:00,22/3/2017 0:00,70,3,8,5631,77,65,82281,6091,77,6,0
B0_691,9:45,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,UT,5/2/1999 0:00,16/6/2014 0:00,28,10,9,2683,36,33,11690,3307,36,8,0
B0_724,10:45,UTF-8,mw2233.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,33,29,2,5852,42,39,37285,6460,42,8,0
B0_725,8:45,ISO-8859-1,Apache,,1,US,Washington,16/11/1999 0:00,5/11/2016 0:00,26,16,5,3891,34,35,37000,4567,34,8,0
B0_730,9:45,iso-8859-1,nginx,,1,US,WA,20/7/1998 4:00,21/2/2017 3:57,8,0,2,805,12,11,1087,1099,12,4,0
B0_74,9:45,windows-1252,fbs,,1,US,WA,7/4/2003 0:00,1/11/2013 0:00,15,0,2,2730,19,23,9605,3046,19,4,0
B0_766,7:45,UTF-8,nginx/1.12.0,9194,1,US,NY,4/6/2009 0:00,4/5/2016 0:00,9,0,5,1197,14,11,1532,1537,14,4,0
B0_798,10:45,UTF-8,ATS,6560,1,CA,ON,29/11/2000 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_847,10:45,ISO-8859-1,cloudflare-nginx,,1,NL,Noord-Holland,3/2/1999 0:00,4/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_871,9:45,ISO-8859-1,None,6746,1,US,California,28/11/1999 0:00,9/9/2013 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_895,9:45,UTF-8,mw2175.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0,0
B0_919,8:45,UTF-8,None,,1,None,None,18/10/2000 0:00,29/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_117,11:46,UTF-8,nginx,649,1,None,None,,,11,0,3,1274,15,14,3132,1562,15,4,1
M0_82,12:46,ISO-8859-1,nginx/1.12.0,221,1,US,CALIFORNIA,6/10/2005 0:00,6/10/2016 0:00,7,0,2,742,9,10,1263,890,9,2,1
B0_112,9:46,ISO-8859-1,None,,1,US,CA,29/3/1997 0:00,29/11/2016 0:00,63,59,2,8062,75,76,82775,8950,75,12,0
B0_1143,11:46,UTF-8,mw2199.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0,0
B0_1201,9:46,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,231,1,None,None,22/9/2009 0:00,23/4/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1220,9:46,UTF-8,nginx/1.4.6 (Ubuntu),,1,None,None,,,0,0,0,0,0,0,0,0,0,0,0
B0_1221,9:46,ISO-8859-1,Microsoft-IIS/7.5,11,1,US,WA,13/9/2000 0:00,29/8/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_123,11:46,UTF-8,mw2255.codfw.wmnet,4698,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,46,42,2,6883,54,54,38056,7491,54,8,0
B0_124,9:46,ISO-8859-1,Apache,2393,2,US,NY,18/1/1994 0:00,21/10/2016 0:00,29,14,4,3416,35,35,17574,3858,35,6,0
B0_1270,10:46,UTF-8,Pagely Gateway/1.5.1,,2,US,Minnesota,8/8/2001 0:00,9/11/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1314,8:46,iso-8859-1,None,21,2,US,VA,13/9/1996 4:00,16/7/2016 7:42,0,0,0,0,0,0,0,0,0,0,0
B0_1333,9:46,ISO-8859-1,nginx,,2,US,Arizona,21/7/2008 0:00,18/4/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1397,9:46,utf-8,nginx,,2,US,NY,23/3/1995 0:00,3/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_2016,8:46,UTF-8,Apache/2.4.7 (Ubuntu),22479,1,US,WA,30/1/2007 0:00,28/12/2016 0:00,7,6,4,606,7,8,496,606,7,0,0
B0_2153,10:46,iso-8859-1,Apache,344,1,JP,Osaka,11/3/2017 0:00,24/4/2017 0:00,5,3,3,498,5,8,504,498,5,0,0
B0_2222,10:46,UTF-8,Apache/2.4,,1,US,Maryland,25/8/2004 0:00,26/8/2016 0:00,20,6,10,1392,20,12,766,1392,20,0,0
B0_2253,11:46,UTF-8,None,,1,US,PA,16/5/2001 0:00,13/5/2015 0:00,7,4,3,582,7,8,596,582,7,0,0
B0_2302,9:46,UTF-8,mw2228.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,6,4,4,564,6,8,504,564,6,0,0
B0_234,9:46,UTF-8,ATS,17810,1,US,CA,22/11/2003 0:00,1/5/2014 0:00,50,40,5,5894,58,73,69918,6478,58,8,0
B0_237,8:46,UTF-8,Apache,193,1,US,PA,14/10/2016 0:00,14/10/2016 0:00,7,0,2,680,11,10,1363,1002,11,4,0
B0_270,11:46,utf-8,ATS,630,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,38,13,10,4509,48,52,35953,5267,48,10,0
B0_29,10:46,utf-8,nginx/1.10.1 + Phusion Passenger 5.0.30,,1,US,Nevada,15/12/2004 0:00,25/2/2015 0:00,24,2,10,3146,28,30,4258,3442,28,4,0
B0_292,9:46,utf-8,None,7758,1,US,NY,26/7/1995 0:00,21/7/2016 0:00,127,0,3,8942,131,144,233106,9242,131,4,0
B0_304,8:46,ISO-8859-1,nginx,2886,1,None,None,22/4/1999 0:00,9/9/2016 0:00,74,0,2,18084,78,96,113453,18384,78,4,0
B0_306,10:46,ISO-8859-1,nginx,1510,1,US,Ohio,8/1/2004 0:00,3/1/2017 0:00,20,2,6,3089,24,24,7088,3391,24,4,0
B0_439,8:46,UTF-8,nginx,,1,US,CA,26/5/2006 0:00,8/9/2016 0:00,15,8,6,2218,19,18,5203,2546,19,4,0
B0_477,12:46,ISO-8859-1,None,1819,1,US,CA,2/11/2002 0:00,2/2/2017 0:00,70,21,7,9463,80,80,133235,10217,80,10,0
B0_506,10:46,utf-8,openresty,,1,US,California,6/8/2002 0:00,15/10/2015 0:00,22,18,1,3331,28,27,62295,3739,28,6,0
B0_525,11:46,ISO-8859-1,nginx,1511,1,US,Ohio,8/1/2004 0:00,3/1/2017 0:00,44,11,7,6306,50,38,22528,6780,50,6,0
B0_542,10:46,utf-8,Apache,66804,1,US,MO,20/5/1996 0:00,24/10/2016 0:00,44,2,7,3516,48,36,33488,3808,48,4,0
B0_55,10:46,ISO-8859-1,nginx,1519,1,US,Ohio,8/1/2004 0:00,3/1/2017 0:00,21,0,3,4103,25,30,16662,4405,25,4,0
B0_555,12:46,iso-8859-1,Apache,235,1,None,None,,,12,0,3,1351,16,15,9692,1641,16,4,0
B0_565,10:46,ISO-8859-1,nginx,166,1,None,None,7/3/2000 0:00,23/3/2017 0:00,25,0,4,2115,29,30,17150,2479,29,4,0
B0_602,8:46,UTF-8,cloudflare-nginx,,1,PH,None,8/7/2000 0:00,5/3/2016 0:00,12,0,3,1716,16,17,11285,2012,16,4,0
B0_64,10:46,ISO-8859-1,Microsoft-IIS/8.5,8745,1,None,None,,,28,0,3,4364,30,22,22879,4498,30,2,0
B0_687,10:46,UTF-8,Apache,,1,None,None,,,15,5,11,1244,17,23,1616,1384,17,2,0
B0_689,8:46,us-ascii,cloudflare-nginx,,1,US,Arizona,3/12/1999 0:00,6/10/2015 0:00,22,16,8,3094,26,27,7809,3414,26,4,0
B0_727,8:46,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,333,1,US,MI,15/11/1998 0:00,23/12/2011 0:00,125,0,1,8528,129,145,231799,8856,129,4,0
